s,cname,name,c_id
5187495m,United Kingdom,Crofton Roman Villa,http://example.com/country/id/145
5187673m,United Kingdom,Cromwell Museum,http://example.com/country/id/145
5189545b,United Kingdom,Crowne Plaza Liverpool John Lennon Airport Hotel,http://example.com/country/id/145
5189651b,United Kingdom,Croydon Clocktower,http://example.com/country/id/145
5190065b,United Kingdom,Crumlin Viaduct,http://example.com/country/id/145
5192381m,United Kingdom,Cuckooland Museum,http://example.com/country/id/145
5193935m,United Kingdom,Derwent Pencil Museum,http://example.com/country/id/145
519434b,United Kingdom,Turnham Green tube station,http://example.com/country/id/145
519614b,United Kingdom,Wells Cathedral,http://example.com/country/id/145
5205109m,United Kingdom,DIG: an archaeological adventure,http://example.com/country/id/145
52076796m,United Kingdom,Western Approaches Museum,http://example.com/country/id/145
5210839m,United Kingdom,Dalgarven Mill – Museum of Ayrshire Country Life and Costume,http://example.com/country/id/145
5214692m,United Kingdom,Dana Library and Research Centre,http://example.com/country/id/145
5222602b,United Kingdom,"Dargan Bridge, Belfast",http://example.com/country/id/145
5225616m,United Kingdom,Dartford Library,http://example.com/country/id/145
5225841b,United Kingdom,Darvel transmitting station,http://example.com/country/id/145
5246025b,United Kingdom,Dean Bridge,http://example.com/country/id/145
526804b,United Kingdom,Wellington Arch,http://example.com/country/id/145
5273047m,United Kingdom,Dick Institute,http://example.com/country/id/145
5278637m,United Kingdom,Dinosaur Isle,http://example.com/country/id/145
5298870m,United Kingdom,Dorset Teddy Bear Museum,http://example.com/country/id/145
5305869b,United Kingdom,Drapers' Gardens,http://example.com/country/id/145
5306379b,United Kingdom,Echo Arena Liverpool,http://example.com/country/id/145
5313798m,United Kingdom,Dumfries Museum,http://example.com/country/id/145
531444b,United Kingdom,Angel tube station,http://example.com/country/id/145
5315733m,United Kingdom,Dunster Doll Museum,http://example.com/country/id/145
5316517m,United Kingdom,Durham Heritage Centre and Museum,http://example.com/country/id/145
5316587m,United Kingdom,Durham University Oriental Museum,http://example.com/country/id/145
5316754b,United Kingdom,Durris transmitting station,http://example.com/country/id/145
5328309b,United Kingdom,East End Light,http://example.com/country/id/145
5329181m,United Kingdom,East Pool mine,http://example.com/country/id/145
5330951m,United Kingdom,Eastside Projects,http://example.com/country/id/145
5338210b,United Kingdom,Edinburgh International Conference Centre,http://example.com/country/id/145
533997b,United Kingdom,New Brighton Tower,http://example.com/country/id/145
53632218h,United Kingdom,DoubleTree by Hilton Hotel London ExCel,http://example.com/country/id/145
5365127m,United Kingdom,Ellenroad Ring Mill Engine,http://example.com/country/id/145
5366039m,United Kingdom,Ellisland Farm,http://example.com/country/id/145
536796b,United Kingdom,Finsbury Park railway station,http://example.com/country/id/145
536866b,United Kingdom,"St Mary le Strand, Westminster",http://example.com/country/id/145
5374595b,United Kingdom,Empress State Building,http://example.com/country/id/145
5395818b,United Kingdom,Erskine Bridge,http://example.com/country/id/145
5404788b,United Kingdom,Eton College Chapel,http://example.com/country/id/145
540718m,United Kingdom,Worcester Porcelain Museum,http://example.com/country/id/145
5414359b,United Kingdom,Euston Arch,http://example.com/country/id/145
5416238b,United Kingdom,Evelina Children's Hospital,http://example.com/country/id/145
541846b,United Kingdom,Spinnaker Tower,http://example.com/country/id/145
5421422m,United Kingdom,Explosion! Museum of Naval Firepower,http://example.com/country/id/145
5423020b,United Kingdom,Eysey Footbridge,http://example.com/country/id/145
543140b,United Kingdom,Pontoon Dock DLR station,http://example.com/country/id/145
5433566m,United Kingdom,Fan Museum,http://example.com/country/id/145
5447366m,United Kingdom,Fife Folk Museum,http://example.com/country/id/145
5456183b,United Kingdom,Five Ways Tower,http://example.com/country/id/145
5460739m,United Kingdom,Florence Nightingale Museum,http://example.com/country/id/145
546122b,United Kingdom,Eddystone Lighthouse,http://example.com/country/id/145
5464804b,United Kingdom,Folly Bridge,http://example.com/country/id/145
5474645m,United Kingdom,Foundling Museum,http://example.com/country/id/145
5474851b,United Kingdom,Fountains Hall,http://example.com/country/id/145
5478079b,United Kingdom,Framwellgate Bridge,http://example.com/country/id/145
549614b,United Kingdom,Crowland Abbey,http://example.com/country/id/145
55018b,United Kingdom,Royal Opera House,http://example.com/country/id/145
5503370b,United Kingdom,Friarton Bridge,http://example.com/country/id/145
55075068m,United Kingdom,Vagina Museum,http://example.com/country/id/145
55098786m,United Kingdom,Museum of the Adjutant General's Corps,http://example.com/country/id/145
5510048m,United Kingdom,The Fusilier Museum,http://example.com/country/id/145
5518971m,United Kingdom,National Justice Museum,http://example.com/country/id/145
5526303m,United Kingdom,Gas Museum,http://example.com/country/id/145
5526919b,United Kingdom,Gasworks Bridge,http://example.com/country/id/145
5527056b,United Kingdom,Gatehampton Railway Bridge,http://example.com/country/id/145
5527701b,United Kingdom,Gaunless Viaduct,http://example.com/country/id/145
55361621m,United Kingdom,Norfolk Museums Collections,http://example.com/country/id/145
5546067m,United Kingdom,George Waterston Memorial Centre and Museum,http://example.com/country/id/145
555130b,United Kingdom,Lovell Telescope,http://example.com/country/id/145
5558969b,United Kingdom,Gibbs Hill Lighthouse,http://example.com/country/id/145
55614052m,United Kingdom,Hull and East Riding Museum,http://example.com/country/id/145
5566347m,United Kingdom,Gladstone Pottery Museum,http://example.com/country/id/145
5566534b,United Kingdom,Glamorgan Building,http://example.com/country/id/145
5566778b,United Kingdom,Glasgow City Chambers,http://example.com/country/id/145
5566904b,United Kingdom,Glasgow Royal Concert Hall,http://example.com/country/id/145
5568488m,United Kingdom,Glenesk Folk Museum,http://example.com/country/id/145
5569343m,United Kingdom,Glenside Museum,http://example.com/country/id/145
5573206b,United Kingdom,Magdalen Bridge,http://example.com/country/id/145
55841858b,United Kingdom,The Great Glasshouse,http://example.com/country/id/145
5584891m,United Kingdom,Gordon Boswell Romany Museum,http://example.com/country/id/145
5585284m,United Kingdom,Gordon Highlanders Museum,http://example.com/country/id/145
55865629h,United Kingdom,Hampton by Hilton Liverpool City Centre,http://example.com/country/id/145
5593939m,United Kingdom,Grampian Transport Museum,http://example.com/country/id/145
5594626b,United Kingdom,Grand Hotel,http://example.com/country/id/145
5594887b,United Kingdom,"Grand Pier, Teignmouth",http://example.com/country/id/145
5595139b,United Kingdom,Grand Theatre,http://example.com/country/id/145
5595144b,United Kingdom,"Grand Theatre, Swansea",http://example.com/country/id/145
5595660h,United Kingdom,Brampton Grange,http://example.com/country/id/145
5600210b,United Kingdom,Great Western Railway Usk bridge,http://example.com/country/id/145
5602684m,United Kingdom,Green Howards Regimental Museum,http://example.com/country/id/145
5604011m,United Kingdom,Greenfield Valley Heritage Park,http://example.com/country/id/145
5604870b,United Kingdom,Greenwich Power Station,http://example.com/country/id/145
56071855h,United Kingdom,DoubleTree by Hilton Hotel & Spa Liverpool,http://example.com/country/id/145
56084920h,United Kingdom,Clayton Crown Hotel,http://example.com/country/id/145
56085005h,United Kingdom,Clayton Hotel Chiswick,http://example.com/country/id/145
56085020h,United Kingdom,Clayton Hotel Leeds,http://example.com/country/id/145
56085053h,United Kingdom,Clayton Hotel Birmingham,http://example.com/country/id/145
56085075h,United Kingdom,Clayton Hotel Belfast,http://example.com/country/id/145
5608519b,United Kingdom,Greywell Tunnel,http://example.com/country/id/145
5609325b,United Kingdom,Grimsby Dock Tower,http://example.com/country/id/145
56150916h,United Kingdom,Clayton Hotel Cardiff,http://example.com/country/id/145
5615830m,United Kingdom,Guildford House,http://example.com/country/id/145
5615871b,United Kingdom,"Guildhall, Derry",http://example.com/country/id/145
5635245m,United Kingdom,HM Prison Peterhead,http://example.com/country/id/145
56379453m,United Kingdom,Mullaghbawn Folk Museum,http://example.com/country/id/145
5646336h,United Kingdom,Hampton by Hilton Liverpool/John Lennon Airport,http://example.com/country/id/145
5647984b,United Kingdom,Hanging Bridge,http://example.com/country/id/145
564981b,United Kingdom,Queen's House,http://example.com/country/id/145
565521b,United Kingdom,Clarence House,http://example.com/country/id/145
56614648b,United Kingdom,"Bridge, Bridge Street, Cruden Bay",http://example.com/country/id/145
5674024b,United Kingdom,Hart's Weir Footbridge,http://example.com/country/id/145
5680826m,United Kingdom,Hat Works,http://example.com/country/id/145
5683773b,United Kingdom,Haverfordwest transmitting station,http://example.com/country/id/145
5686995b,United Kingdom,Haymarket,http://example.com/country/id/145
5694202m,United Kingdom,Heatherbank Museum of Social Work,http://example.com/country/id/145
5694347b,United Kingdom,Heathrow Terminal 4 railway station,http://example.com/country/id/145
570560b,United Kingdom,Hillingdon tube station,http://example.com/country/id/145
572887b,United Kingdom,8 Canada Square,http://example.com/country/id/145
57357b,United Kingdom,Hadrian's Wall,http://example.com/country/id/145
57385878h,United Kingdom,Hampton by Hilton London Luton Airport,http://example.com/country/id/145
5738949m,United Kingdom,British Motor Museum,http://example.com/country/id/145
5757915b,United Kingdom,Highcliffe Castle,http://example.com/country/id/145
5758911m,United Kingdom,Highland Museum of Childhood,http://example.com/country/id/145
5764570h,United Kingdom,Hilton Glasgow,http://example.com/country/id/145
5764637h,United Kingdom,Hilton Liverpool City Centre,http://example.com/country/id/145
5764648h,United Kingdom,Hilton London Metropole,http://example.com/country/id/145
5766000b,United Kingdom,Hindhead Tunnel,http://example.com/country/id/145
579004b,United Kingdom,Ely Cathedral,http://example.com/country/id/145
579345b,United Kingdom,Balham tube station,http://example.com/country/id/145
579381b,United Kingdom,All Hallows-by-the-Tower,http://example.com/country/id/145
581526b,United Kingdom,Menai Suspension Bridge,http://example.com/country/id/145
58211772m,United Kingdom,National Videogame Arcade,http://example.com/country/id/145
5856530b,United Kingdom,Needles Lighthouse,http://example.com/country/id/145
5884545b,United Kingdom,Holt Fleet Bridge,http://example.com/country/id/145
5886523b,United Kingdom,Hull Minster,http://example.com/country/id/145
59082596b,United Kingdom,Bishop Rock Lighthouse,http://example.com/country/id/145
5922469b,United Kingdom,Hownsgill Viaduct,http://example.com/country/id/145
59278940m,United Kingdom,Cockburn Geological Museum,http://example.com/country/id/145
5928077b,United Kingdom,Huckford Viaduct,http://example.com/country/id/145
593446b,United Kingdom,City Ground,http://example.com/country/id/145
5935944b,United Kingdom,Hull Maritime Museum,http://example.com/country/id/145
5935948b,United Kingdom,Hull New Theatre,http://example.com/country/id/145
5936167b,United Kingdom,Hulme Arch Bridge,http://example.com/country/id/145
5952870b,United Kingdom,Hyatt Regency Birmingham,http://example.com/country/id/145
59536036m,United Kingdom,Tunbridge Wells Museum & Art Gallery,http://example.com/country/id/145
596642b,United Kingdom,Eden Project,http://example.com/country/id/145
597571b,United Kingdom,Chigwell,http://example.com/country/id/145
598831b,United Kingdom,Blackpool Airport,http://example.com/country/id/145
5991177b,United Kingdom,Iffley Lock,http://example.com/country/id/145
599135b,United Kingdom,Chalk Farm tube station,http://example.com/country/id/145
6006949m,United Kingdom,Imperial War Museum stamp collection,http://example.com/country/id/145
602392b,United Kingdom,Ayresome Park,http://example.com/country/id/145
6030013b,United Kingdom,Infinity Bridge,http://example.com/country/id/145
6034243m,United Kingdom,Museum of Mankind,http://example.com/country/id/145
604060b,United Kingdom,Belsize Park tube station,http://example.com/country/id/145
6047660m,United Kingdom,Internal Fire – Museum of Power,http://example.com/country/id/145
6053221m,United Kingdom,International Slavery Museum,http://example.com/country/id/145
